#OG_name	protein_names
OG_1	A0A2K3DNG6_CHLRE A0A2K1KW76_PHYPA USO1_HUMAN GOGC6_ARATH A7RSQ0_NEMVE A7T7T5_NEMVE H3H5P8_PHYRM H3H0H4_PHYRM Q553R1_DICDI A9UY57_MONBE E9AF72_LEIMA Q1K4Z6_NEUCR A0A0D1C041_USTMA F4PCC2_BATDJ
OG_3681	A0A2K1KMC6_PHYPA A7SIG3_NEMVE H3GPK0_PHYRM Q9LPR9_ARATH Q1K8S7_NEUCR Q8GYT4_ARATH A0DEU6_PARTE A0A2K3D3W3_CHLRE B8BYQ3_THAPS B8CAX1_THAPS A0A0D1E8V2_USTMA A0A0D1CZY4_USTMA H3GRY9_PHYRM E9AE25_LEIMA A0A2K1KZS9_PHYPA F4IIL7_ARATH A0A2K3D3Y0_CHLRE E9ACY9_LEIMA
OG_3682	A7SXZ0_NEMVE A9ST27_PHYPA A8J216_CHLRE H3GQ79_PHYRM B8C5U8_THAPS A9VDE4_MONBE A7SQP0_NEMVE A0D6A3_PARTE A0CM82_PARTE B8LBL5_THAPS SNX4_HUMAN E9AF66_LEIMA B8C4Z2_THAPS H3GU33_PHYRM A0BQ24_PARTE SNX1_ARATH
OG_3683	B8BT98_THAPS A9TRA1_PHYPA B8CB36_THAPS RBL10_ARATH B8BX98_THAPS A0A2K3CSK7_CHLRE
OG_3684	A2DML3_TRIVA PYG7_ARATH A2EN60_TRIVA A0CV52_PARTE A0E357_PARTE A0A2K1L261_PHYPA A0DUN5_PARTE A8BSN2_GIAIC A0DWD0_PARTE A0A2K1L8V7_PHYPA A0D8L4_PARTE A8J5N6_CHLRE A0BZW2_PARTE
OG_3685	F4NZT5_BATDJ PUF60_HUMAN A2F126_TRIVA Q54NB8_DICDI A2EKA9_TRIVA A7RQK4_NEMVE Q7SET9_NEUCR A9URN5_MONBE
OG_3686	Q8GS41_ARATH A0CGZ1_PARTE Q55DX7_DICDI RNF4_HUMAN H3GUY3_PHYRM A0A2K3DLA7_CHLRE F4P1G8_BATDJ F4P1X9_BATDJ A0A2K1J170_PHYPA Q557I6_DICDI MBTD1_HUMAN A0DBA7_PARTE LMBL2_HUMAN Q9SFV0_ARATH A0A2K1IRQ9_PHYPA A0A2K1IZ53_PHYPA Q7RZT8_NEUCR A0A2K1IN43_PHYPA
OG_3687	A0A0D1E6X4_USTMA V5IPN7_NEUCR A0D5I7_PARTE A0BZA9_PARTE A0BRV4_PARTE
OG_3688	A0BWC9_PARTE Q8IDY6_PLAF7 A0BFQ4_PARTE
OG_3689	A0BXR0_PARTE A0E0W7_PARTE A2EXP7_TRIVA A0C2C1_PARTE A0DKE3_PARTE A0BRT5_PARTE A2ENP8_TRIVA A0DUT5_PARTE
OG_3690	A0CVS7_PARTE A2H7N0_TRIVA A0D9H3_PARTE A0C0D6_PARTE
OG_3691	A7S8K6_NEMVE A0C1S1_PARTE A0CBL9_PARTE TTC12_HUMAN O77346_PLAF7 A7S1K3_NEMVE A0C6X9_PARTE A0CC54_PARTE A0A2K3DXE6_CHLRE
OG_3692	A0C6X1_PARTE Q8IIV8_PLAF7 A0BJN0_PARTE
OG_3693	A0C0F7_PARTE A0BUV4_PARTE A0CG58_PARTE A0CG59_PARTE A0CG60_PARTE A0CG61_PARTE A7SUV6_NEMVE A0CQT4_PARTE A0CQS4_PARTE A0DX80_PARTE A0DX81_PARTE A0DX82_PARTE A0DP24_PARTE
OG_3694	A0A2K3CXH6_CHLRE A0DQH4_PARTE A0DRD8_PARTE A2DE55_TRIVA A0CWI3_PARTE
OG_3695	A0E7G0_PARTE Q4QG36_LEIMA C0H568_PLAF7 H3G5G2_PHYRM
OG_3696	A0BX81_PARTE B8CEK8_THAPS A0EF23_PARTE A0EEJ3_PARTE
OG_3697	A0E4M9_PARTE A0EF67_PARTE A8BA82_GIAIC
OG_3698	Q8IDZ1_PLAF7 Q7Z108_PARTE A0EIF3_PARTE A0CXG6_PARTE
OG_3699	A2EFW9_TRIVA A2EWA2_TRIVA A2FFH6_TRIVA A2F2I0_TRIVA Q55EA0_DICDI A2D982_TRIVA
OG_3700	H3GSX4_PHYRM A9VA74_MONBE A2ECS1_TRIVA SYCM_HUMAN B5YLT0_THAPS SYCM_DICDI
OG_3701	A7T261_NEMVE A2EMN4_TRIVA ZGRF1_HUMAN A0A2K3E7V6_CHLRE D3KHK5_GIAIC A8BG19_GIAIC
OG_3702	A2ERU0_TRIVA Q4QIT2_LEIMA
OG_3703	A0A2K1KW40_PHYPA A9UVG2_MONBE AB11I_ARATH A0A2K3CUM2_CHLRE
OG_3704	Q54NH1_DICDI A0A2K3D609_CHLRE A0A2K1L3Q2_PHYPA A0A2K1L6K7_PHYPA SPY_ARATH H3GFD3_PHYRM
OG_3705	A0A2K3D886_CHLRE A7SIX5_NEMVE A7SQV5_NEMVE ZN862_HUMAN A7SXG3_NEMVE A0A2K3CRK2_CHLRE A0A2K3DVF3_CHLRE A7SZ15_NEMVE A7SH15_NEMVE A7RZ18_NEMVE A7S3M4_NEMVE A7RPH8_NEMVE A7S093_NEMVE A7SL57_NEMVE A7STN6_NEMVE A7T8X5_NEMVE A0A2K3DG97_CHLRE A0A2K3DBA6_CHLRE A0A2K3DHW7_CHLRE A0A2K3DG84_CHLRE A0A2K3CVL7_CHLRE A0A2K3D240_CHLRE A0A2K3DCU3_CHLRE
OG_3706	A7UWY2_NEUCR A7T1B4_NEMVE A0A2K3DZE6_CHLRE A7SDI5_NEMVE A7RN27_NEMVE A7S082_NEMVE
OG_3707	A0A2K3E2P8_CHLRE A0A2K3CRU5_CHLRE A0C524_PARTE A0CRH1_PARTE A8HVZ5_CHLRE
OG_3708	A0A1P8BEX4_ARATH Q6NLR7_ARATH A0A2K1IBP8_PHYPA A8B6D0_GIAIC B8C7A1_THAPS
OG_3709	B8LCM6_THAPS A0A2K1ID95_PHYPA A0A2K1KGK7_PHYPA A0A2K1J7C3_PHYPA
OG_3710	A0A2K1IDE4_PHYPA A0A2K3DCA6_CHLRE FKB18_ARATH
OG_3711	A0A2K1IJY2_PHYPA F4IPY0_ARATH A0A2K1IU03_PHYPA F4JRN0_ARATH RHON1_ARATH A0A2K1KM42_PHYPA
OG_3712	FBL4_ARATH A0A2K1KEG3_PHYPA A9T7S7_PHYPA A0A2K1KEH0_PHYPA A0A2K1IVY1_PHYPA A0A2K1IVY2_PHYPA A0A2K1KFB5_PHYPA
OG_3713	F4JWB9_ARATH A0A2K1IWX9_PHYPA H3GKN4_PHYRM
OG_3714	B8C410_THAPS A0A2K1J327_PHYPA APX6_ARATH
OG_3715	A0A2K1J0Q9_PHYPA Q9FX66_ARATH A0A0D1CKC9_USTMA A0A2K1JBZ3_PHYPA
OG_3716	H3G8G0_PHYRM PEAM1_ARATH A7S0M9_NEMVE A0A2K1JL44_PHYPA PEAM3_ARATH Q8IDQ9_PLAF7 A9SAH0_PHYPA PEAM2_ARATH
OG_3717	A0A2K3D068_CHLRE FK202_ARATH A0A2K1JLK7_PHYPA
OG_3718	A0A2K1L6W5_PHYPA Q94AC8_ARATH B8BSY7_THAPS A0A2K1JTJ2_PHYPA
OG_3719	A0A2K3DV89_CHLRE A0A2K1JZL5_PHYPA TRL4_ARATH A0A2K1KM51_PHYPA
OG_3720	LCBK1_ARATH A0A2K1L886_PHYPA H3GJU7_PHYRM A9V0V4_MONBE A7S3K0_NEMVE A0A2K1L2M8_PHYPA H3H3M1_PHYRM H3H3L6_PHYRM AGK_HUMAN Q75JX1_DICDI
OG_3721	Q54EN9_DICDI A0A2K1KM00_PHYPA Q8H1Q4_ARATH A9RXZ3_PHYPA
OG_3722	TLE2_HUMAN TLE3_HUMAN TLE4_HUMAN TLE1_HUMAN A7S1W8_NEMVE A7T433_NEMVE TLE7_HUMAN TLE6_HUMAN
OG_3723	H3H3K0_PHYRM S35F4_HUMAN H3H3K2_PHYRM A0A0D1CHW7_USTMA H3H3J5_PHYRM H3HA58_PHYRM S35F3_HUMAN Q7RW58_NEUCR
OG_3724	F4NRC2_BATDJ Q7SBJ1_NEUCR Q7RX41_NEUCR A9UX74_MONBE CHK1_HUMAN F4NV85_BATDJ V5IPR0_NEUCR A0A0D1CH37_USTMA A9UYS4_MONBE F4NSK5_BATDJ Q7SDZ6_NEUCR F4PAA7_BATDJ A0A0D1CLP3_USTMA CHK1_USTMA A7SWB7_NEMVE A7T001_NEMVE
OG_3725	DIXC1_HUMAN AXIN2_HUMAN AXIN1_HUMAN A7SEC9_NEMVE
OG_3726	DOK2_HUMAN A9USW5_MONBE A7RF80_NEMVE DOK3_HUMAN A7SI59_NEMVE DOK1_HUMAN
OG_3727	Q7RWN6_NEUCR A7RP75_NEMVE A9V583_MONBE MPRD_HUMAN A7RHI0_NEMVE A9V8D4_MONBE
OG_3728	A9V2A9_MONBE Q54EF8_DICDI FLII_HUMAN F4P151_BATDJ A7SS67_NEMVE A7SE09_NEMVE
OG_3729	F4P0C7_BATDJ A8DWI1_NEMVE A7RZS8_NEMVE TTC9C_HUMAN TTC9A_HUMAN TTC9B_HUMAN
OG_3730	A9V0D3_MONBE A7RQF8_NEMVE STAM1_HUMAN STAM2_HUMAN
OG_3731	FPA_ARATH A0A2K1JVN1_PHYPA A0A2K1KAA2_PHYPA A7RG09_NEMVE A9VEH9_MONBE A0A0D1DSI6_USTMA Q54C48_DICDI A0A2K3DE16_CHLRE F4NVC5_BATDJ F4JRD9_ARATH MINT_HUMAN Q86AS4_DICDI Q7RYW0_NEUCR A7S5Y9_NEMVE F4NTB1_BATDJ Q8IIG9_PLAF7 RBM15_HUMAN Q55A46_DICDI A0DUB7_PARTE A0E504_PARTE RB15B_HUMAN
OG_3732	V5IQI3_NEUCR UBE2Z_HUMAN A7TAB4_NEMVE A7RGR4_NEMVE
OG_3733	Q4QIV9_LEIMA NXT1_HUMAN A7RFE7_NEMVE NXT2_HUMAN A0A0D1DQ15_USTMA
OG_3734	PLCE_HUMAN A9VAI3_MONBE A9V7P0_MONBE A7SJL6_NEMVE
OG_3735	A7SXB6_NEMVE SRGEF_HUMAN A0A0D1CC87_USTMA F4NXP7_BATDJ Q7RXX6_NEUCR A9UXF3_MONBE H3HAS5_PHYRM
OG_3736	V5ILM4_NEUCR FBXL2_HUMAN A9SAY7_PHYPA A0A2K1KBW2_PHYPA FXL20_HUMAN A7RRS0_NEMVE
OG_3737	A9RQM6_PHYPA Q8GWN1_ARATH A0A2K3CPA7_CHLRE
OG_3738	PMGT1_HUMAN A7RRM3_NEMVE A7RRS3_NEMVE A9V097_MONBE
OG_3739	HIF1A_HUMAN A7RRN4_NEMVE EPAS1_HUMAN HIF3A_HUMAN
OG_3740	A9VBK0_MONBE A7S124_NEMVE A7SWS6_NEMVE A0A0D1CUP8_USTMA MKLN1_HUMAN F4P0P6_BATDJ F4PDG2_BATDJ
OG_3741	A7SX84_NEMVE AOAH_HUMAN Q86B07_DICDI
OG_3742	A7T676_NEMVE A7T6J6_NEMVE A7SGG7_NEMVE A7SGH2_NEMVE GEMI5_HUMAN GEMI5_DICDI
OG_3743	A0A2K3DR99_CHLRE A7SKJ4_NEMVE A9T6H9_PHYPA A7RKY5_NEMVE H3G792_PHYRM H3G5F4_PHYRM B8BSM0_THAPS
OG_3744	H3H752_PHYRM A0A0D1DYW6_USTMA H3H6Z1_PHYRM H3GAX2_PHYRM H3G5Z8_PHYRM H3GJF0_PHYRM H3H5S1_PHYRM H3H936_PHYRM
OG_3745	A0BMS1_PARTE Q54IK3_DICDI A0CH05_PARTE A0DYM1_PARTE Q54J12_DICDI A0CFR8_PARTE
OG_3746	B5YLM8_THAPS H3GMS3_PHYRM B5YLM3_THAPS
OG_3747	A0C6S7_PARTE E9ADX3_LEIMA E9ADX4_LEIMA A0BJR9_PARTE B8BTC9_THAPS
OG_3748	B8C986_THAPS V5IMV3_NEUCR B5YNH1_THAPS
OG_3749	A8IZY2_CHLRE A8J4Q7_CHLRE A0A2K1IX80_PHYPA Q9C9I7_ARATH A0A2K1KEX8_PHYPA A0A2K3DVG2_CHLRE B8CBE4_THAPS
OG_3750	A9UQ60_MONBE A0A2K3DE89_CHLRE B8LC14_THAPS B8BZV1_THAPS
OG_3751	A9UPK3_MONBE A9UW91_MONBE TFF2_HUMAN F4P8K7_BATDJ TFF3_HUMAN TFF1_HUMAN A0A0D1CMZ0_USTMA A7RXX7_NEMVE A9UW88_MONBE A9UW89_MONBE
OG_3752	A9VCI0_MONBE A7T8H3_NEMVE A7SNM7_NEMVE A7S7T6_NEMVE A9VCZ9_MONBE
OG_3753	Q6BGL2_PARTE Q4QII7_LEIMA Q4QII8_LEIMA Q4QII9_LEIMA A0C0N7_PARTE
OG_3754	A0A0D1EAP4_USTMA Q7SB34_NEUCR
OG_3755	A0A0D1C969_USTMA F4P1C1_BATDJ V5INA7_NEUCR
OG_3756	ATG15_USTMA F4P0S3_BATDJ ATG15_NEUCR
OG_3757	A0A0D1CC30_USTMA Q7S527_NEUCR Q7S8X1_NEUCR
OG_3758	A0CCF6_PARTE A0BCE2_PARTE A0BKS8_PARTE A0DP38_PARTE A0C1B1_PARTE DUS14_HUMAN Q54N84_DICDI DUS18_HUMAN A0CI85_PARTE A7RMT6_NEMVE DUS21_HUMAN A0E2X8_PARTE
OG_3759	A7RWY7_NEMVE E9AFQ3_LEIMA A7RWZ1_NEMVE B8C171_THAPS ZFYV1_HUMAN A7T9V8_NEMVE H3GLK7_PHYRM
OG_3760	A7T495_NEMVE A7ST52_NEMVE Q55CG7_DICDI Q55CG8_DICDI Q54BC0_DICDI Q55AW2_DICDI Q55AW5_DICDI Q55AW6_DICDI Q558U0_DICDI Q54R92_DICDI Q55CM2_DICDI Q54KL3_DICDI Q55CJ5_DICDI
OG_3761	Q54JW7_DICDI B8C5H2_THAPS A7S067_NEMVE A9UP91_MONBE A0DSG2_PARTE A7SKT8_NEMVE Q7SG03_NEUCR A0E0P7_PARTE A7S0Z0_NEMVE ATRN1_HUMAN Q4QAT3_LEIMA A0A2K3CUS2_CHLRE A0CFR6_PARTE KLDC3_HUMAN A0D682_PARTE H3GQZ8_PHYRM FBX42_HUMAN A0C4A9_PARTE A0DAD9_PARTE A0C0L6_PARTE A0DK67_PARTE A0A2K1J9T0_PHYPA A0DEX3_PARTE A7RKQ9_NEMVE A0D9A9_PARTE Q9FZ82_ARATH A0BTK4_PARTE A7SHD7_NEMVE A0D158_PARTE
OG_3762	A0CW58_PARTE A0A2K3E4N5_CHLRE A0DQT5_PARTE A0BIJ5_PARTE A0DYF8_PARTE
OG_3763	DNJC7_HUMAN H3H122_PHYRM A9US25_MONBE B8BUK7_THAPS H3GQ54_PHYRM DNJC7_DICDI Q4Q228_LEIMA F4NRK0_BATDJ A7TBE9_NEMVE A9V6X8_MONBE Q7RXN8_NEUCR A0A0D1DPQ6_USTMA A7SFH5_NEMVE
OG_3764	Y1809_DICDI F4PCW7_BATDJ F4PD15_BATDJ A7RP36_NEMVE A2FML8_TRIVA A7T355_NEMVE H3GXL0_PHYRM A2EEG4_TRIVA RLGPB_HUMAN A9V6B0_MONBE
OG_3765	LONF3_HUMAN A7S6X9_NEMVE LONF2_HUMAN A0A2K1JD68_PHYPA F4NZM9_BATDJ F4ICB5_ARATH LONF1_HUMAN A0A2K3CQ16_CHLRE A9V200_MONBE A0A0D1DS30_USTMA
OG_3766	A7S8N9_NEMVE A0D4J1_PARTE A7STB0_NEMVE A0BQY3_PARTE A0BHL6_PARTE A0DLF5_PARTE A0A2K1JG58_PHYPA A0D200_PARTE A7RP04_NEMVE A0BG30_PARTE
OG_3767	A0DD17_PARTE H3H078_PHYRM F4NTM5_BATDJ A0D759_PARTE A0DJR4_PARTE A0BE29_PARTE A0EHC9_PARTE A0BPE6_PARTE A0CMC7_PARTE A0D392_PARTE Q8IJZ3_PLAF7 A2EW18_TRIVA
OG_3768	ANS1B_HUMAN A7RZG4_NEMVE ANS1A_HUMAN
OG_3769	A0A2K1J0Y2_PHYPA AKR1_NEUCR AKR1_USTMA A0BCH4_PARTE ZDHC5_DICDI ZDHC6_DICDI A0DWX5_PARTE Q54JY9_DICDI A9UNT7_MONBE F4P3D2_BATDJ H3HAE0_PHYRM H3H0U7_PHYRM A9V2R0_MONBE ZDH13_HUMAN ZDH17_HUMAN A7RZK6_NEMVE
OG_3770	A0A2K1KVJ2_PHYPA A0A2K1IQJ3_PHYPA MSSP3_ARATH MSSP1_ARATH A0A2K1JM20_PHYPA MSSP2_ARATH
OG_3771	A8J5U5_CHLRE B8BS32_THAPS A0A2K1JVF9_PHYPA A0A2K1K1R1_PHYPA B8LDV7_THAPS A0CFP3_PARTE A0A2K1KAX3_PHYPA A0C3R1_PARTE A7RVE7_NEMVE A0A2K3E8D9_CHLRE Q9LQ96_ARATH A7SY74_NEMVE B8BTZ6_THAPS B9DGS8_ARATH A0A2K1KI11_PHYPA A7SI27_NEMVE A0EIC3_PARTE
OG_3772	H3H395_PHYRM EFMT3_HUMAN MT21A_HUMAN Q54IN5_DICDI A7SYC8_NEMVE A7TA80_NEMVE H3GHF4_PHYRM H3HDA5_PHYRM A0A2K3DZV6_CHLRE A0A2K1IBI3_PHYPA H0YIG0_HUMAN A0A0D1DYV7_USTMA MT21C_HUMAN MT21E_HUMAN
OG_3773	B8CEG5_THAPS TRXY2_ARATH A0A2K1ICI4_PHYPA B8C2E3_THAPS TRXY1_ARATH Q84XS2_CHLRE
OG_3774	MVP1_NEUCR H3H0E0_PHYRM MVP1_USTMA F4P4I3_BATDJ A9V4C5_MONBE SNX8_HUMAN A7SXR2_NEMVE
OG_3775	A8B341_GIAIC A0DHG7_PARTE A0DY44_PARTE A0D517_PARTE A0BI99_PARTE A0BP47_PARTE A8B322_GIAIC A0EHP0_PARTE
OG_3776	B8C9S8_THAPS A0BG75_PARTE A0A2K3CXU9_CHLRE A0D5B2_PARTE A0DHQ7_PARTE
OG_3777	A0E8A9_PARTE AL2CL_HUMAN A0DVK6_PARTE A0BUW9_PARTE A0E0H4_PARTE
OG_3778	Q86AY8_DICDI Q86JM8_DICDI A2F388_TRIVA Q55D03_DICDI A2F8Y1_TRIVA Q86J14_DICDI
OG_3779	A0A2K1K2V9_PHYPA A0A2K1IJC2_PHYPA DYAD_ARATH A0A2K1IF22_PHYPA
OG_3780	A0A2K1JXL4_PHYPA A0A2K1K6I3_PHYPA A0A2K1JGW9_PHYPA A0A2K1KKL7_PHYPA Q9FI33_ARATH A0A2K1K1L1_PHYPA Q9FX16_ARATH A0A2K1J2Q0_PHYPA A0A2K1ITT5_PHYPA
OG_3781	A9SRW1_PHYPA A9T3E4_PHYPA CFI3_ARATH H3GQ44_PHYRM
OG_3782	A2F222_TRIVA ASB2_HUMAN ASB15_HUMAN A2DG69_TRIVA ASB14_HUMAN A2EX85_TRIVA
OG_3783	A7SJ57_NEMVE FCHO2_HUMAN FCHO1_HUMAN A9UTF4_MONBE
OG_3784	MTF2_HUMAN PHF1_HUMAN Q54YK3_DICDI Q54B22_DICDI PHF19_HUMAN
OG_3785	CEP72_HUMAN A7SHU6_NEMVE
OG_3786	UBP35_HUMAN UBP38_HUMAN A7S677_NEMVE
OG_3787	A0A2K1JZ67_PHYPA A0A2K3DMN8_CHLRE A8IKN8_CHLRE B8C928_THAPS A8JGB1_CHLRE A0A2K3DV29_CHLRE B5YNR5_THAPS B8BU96_THAPS Q9FFJ2_ARATH
OG_3788	A0A0D1DTY4_USTMA Q7SET1_NEUCR H3G711_PHYRM
OG_3789	F4NTC7_BATDJ A0A0D1DXL0_USTMA NDRD_DICDI NDRC_DICDI Y1558_DICDI Q7SFS8_NEUCR
OG_3790	A7T9Z7_NEMVE A7SZN3_NEMVE A0A2K1ITG0_PHYPA Q7S5Y9_NEUCR Q55GB9_DICDI Q54BE2_DICDI Q54BE3_DICDI
OG_3791	A9UX08_MONBE B8BXF5_THAPS B8BWW2_THAPS B8BWW3_THAPS Q9BHE9_LEIMA B5YN75_THAPS B8BXD7_THAPS
OG_3792	B8C2T9_THAPS B8CDL2_THAPS B8CDL4_THAPS H3H0D2_PHYRM Q55FU7_DICDI
OG_3793	Q8I381_PLAF7 H3HAT0_PHYRM A2FDP4_TRIVA A9USB8_MONBE A0CKR3_PARTE A7RHP8_NEMVE A9UUA2_MONBE A2ETQ6_TRIVA A9VC94_MONBE A7SUE3_NEMVE H3HCI1_PHYRM A9V1Q9_MONBE
OG_3794	B5YN23_THAPS B8C9I6_THAPS A0A0D1CL48_USTMA V5ILV8_NEUCR H3H4A4_PHYRM H3H3P3_PHYRM
OG_3795	A0A0D1DPI8_USTMA Q4Q2Y0_LEIMA A0A2K3D3W5_CHLRE Q7SEC1_NEUCR Y5025_DICDI A0A2K3DJK2_CHLRE F4NRW1_BATDJ
OG_3796	O96143_PLAF7 Q4QEY1_LEIMA F4NZ30_BATDJ A0A2K3DVR7_CHLRE Q555U6_DICDI Q555U7_DICDI Q558Y5_DICDI F4NX74_BATDJ
OG_3797	AL1L2_HUMAN AL1L1_HUMAN A9V535_MONBE A7RQR3_NEMVE F4PFZ7_BATDJ A7T3Y4_NEMVE
OG_3798	A0EIA5_PARTE A9V6G0_MONBE A8BD42_GIAIC A0DUV3_PARTE A0A2K3E2W6_CHLRE A8BZD1_GIAIC A8BPT3_GIAIC A8BUX1_GIAIC A7SFK6_NEMVE A0CS68_PARTE
OG_3799	F4P981_BATDJ A2EUP1_TRIVA H3H479_PHYRM H3HDU9_PHYRM KAD7_HUMAN A2G001_TRIVA E9ADH5_LEIMA A2DXL2_TRIVA O97242_PLAF7 A9V1U0_MONBE Q4QG19_LEIMA A7SIC3_NEMVE
OG_3800	A0A0D1DXI8_USTMA FMO2_ARATH A0A2K3DQS9_CHLRE Q7SAD4_NEUCR A0A2K3DQS5_CHLRE A0A2K3DQK3_CHLRE Q7SCE6_NEUCR A0A2K3CT13_CHLRE A0A0D1CH71_USTMA A0A2K3DWX6_CHLRE A9UU95_MONBE A0A2K3DQ85_CHLRE A0A0D1CSX2_USTMA A7UX00_NEUCR A0A2K3CQE5_CHLRE FMO1_ARATH Q7SA31_NEUCR A0A2K3DVK5_CHLRE A8JFE8_CHLRE
OG_3801	Q1K939_NEUCR A2F423_TRIVA A2FJZ5_TRIVA A2DDT7_TRIVA A2E048_TRIVA A2E049_TRIVA A2G1E1_TRIVA C0H4M6_PLAF7
OG_3802	Q7SFQ2_NEUCR A7RGX9_NEMVE MFS10_HUMAN
OG_3803	H3GHF5_PHYRM H3GHF8_PHYRM A0A2K3DNL2_CHLRE A0A2K1III3_PHYPA Q9SRS6_ARATH
OG_3804	B8BRX3_THAPS A0A2K3D789_CHLRE A9USI3_MONBE Q1K884_NEUCR A7T1Q0_NEMVE A9V1C4_MONBE ASB7_HUMAN Q7S0S9_NEUCR NT2NB_HUMAN NT2NC_HUMAN NOTC2_HUMAN NT2NA_HUMAN A2FHT6_TRIVA A7SV01_NEMVE NOTC1_HUMAN A7RWN3_NEMVE A7S0Q6_NEMVE INVS_HUMAN A0A2K3DVN0_CHLRE A2DW09_TRIVA A7RHQ3_NEMVE NOTC3_HUMAN A0A2K3DVP9_CHLRE ANR55_HUMAN NOTC4_HUMAN A0A2K3DS08_CHLRE A0A2K3CQA3_CHLRE F5HI76_NEUCR B8BY40_THAPS Q1K8M7_NEUCR
OG_3805	F4P879_BATDJ A0A0D1DU97_USTMA SNX4_NEUCR
OG_3806	A0A0D1CLU0_USTMA Q86AZ8_DICDI H3GZS2_PHYRM F4NVE3_BATDJ A0A2K1JGK8_PHYPA A7RNL8_NEMVE FBXW9_HUMAN A0A2K1JXU0_PHYPA
OG_3807	RN149_HUMAN RN150_HUMAN RN148_HUMAN A9UVT2_MONBE Q940N3_ARATH A9UVJ5_MONBE GOLI_HUMAN A9UY13_MONBE A9V2Z7_MONBE RN128_HUMAN A7S3E3_NEMVE RN133_HUMAN RN215_HUMAN
OG_3808	ORTH5_ARATH ORTH4_ARATH ORTH2_ARATH ORTH1_ARATH A0A2K3DWL5_CHLRE ORTHL_ARATH ORTH3_ARATH A0A2K1JZC6_PHYPA A0A2K1KVG3_PHYPA
OG_3809	A9USH6_MONBE A0DGE1_PARTE A0A2K1J298_PHYPA A0BCS4_PARTE A0CWM6_PARTE A0CEZ8_PARTE A0C9C5_PARTE A0DPI7_PARTE A0A2K1K3H3_PHYPA
OG_3810	A0BDF7_PARTE A0EH18_PARTE A2FA13_TRIVA A0BWQ1_PARTE
OG_3811	Q6J213_CHLRE B8C4K2_THAPS B8LF01_THAPS PDS_ARATH B8BQS6_THAPS A0A2K1IRR3_PHYPA
OG_3812	A0A2K1KBS0_PHYPA A0A2K1JUW7_PHYPA A0A2K3DYF2_CHLRE PYRP2_ARATH
OG_3813	UBP49_HUMAN A9V453_MONBE Q55EJ1_DICDI UBP44_HUMAN
OG_3814	A9VAR1_MONBE Q6AWX4_ARATH A9UVJ4_MONBE A0A2K3D3R4_CHLRE B8C2W0_THAPS Q9FN56_ARATH Q9FN57_ARATH Q9FN58_ARATH
OG_3815	Q54NL3_DICDI A7RK01_NEMVE A8DV58_NEMVE EBF1_ARATH A0A2K1JQF5_PHYPA F4NVY3_BATDJ DRC6_HUMAN A9UTZ9_MONBE A9TP97_PHYPA A7T5L3_NEMVE EBF2_ARATH A7SUH2_NEMVE A0A2K1KM75_PHYPA A7S147_NEMVE H3GHD8_PHYRM
OG_3816	A9V3E5_MONBE A0C5B2_PARTE A0CRP7_PARTE A0CXT9_PARTE A7RGV9_NEMVE F4PCI0_BATDJ RABEK_HUMAN A0A2K3E5F7_CHLRE A9V6P2_MONBE
OG_3817	A9VDV3_MONBE A0A2K3CU14_CHLRE KCD18_HUMAN A7RIW2_NEMVE KCTD3_HUMAN A9V3U1_MONBE B8C1B1_THAPS SHKB1_HUMAN B8C1B8_THAPS
OG_3818	A0EHW6_PARTE A0DVA9_PARTE A0CSL3_PARTE A0A2K3DVB3_CHLRE D3KI90_GIAIC A0ED38_PARTE
OG_3819	Q8L610_ARATH Q55GD1_DICDI A7SA26_NEMVE RNFT1_HUMAN A8BIW9_GIAIC RNFT2_HUMAN
OG_3820	Q7S041_NEUCR A9V7E4_MONBE CNKR3_HUMAN ICEF1_HUMAN CNIPF_HUMAN CNKR1_HUMAN CNKR2_HUMAN
OG_3821	A7SVB5_NEMVE A0BFY6_PARTE F4P9W9_BATDJ A0E374_PARTE A0BQT6_PARTE A0BHG9_PARTE
OG_3822	A0BW53_PARTE A0DM51_PARTE A0C4D0_PARTE A0DVR9_PARTE O97260_PLAF7 A9UV01_MONBE H3GCA2_PHYRM A0BTI1_PARTE A0DNH7_PARTE A0E0E6_PARTE A0BWP8_PARTE A0BFF8_PARTE
OG_3823	A0CRR5_PARTE Q8IKF8_PLAF7 A0C5C5_PARTE Q54IZ7_DICDI
OG_3824	A9SFC2_PHYPA A0D4T9_PARTE A0D0C5_PARTE A0DH79_PARTE A0DC31_PARTE
OG_3825	A0D5E6_PARTE A0D5E7_PARTE Q75JN4_DICDI A0BY60_PARTE A0E295_PARTE A0DHU0_PARTE
OG_3826	A7S9N4_NEMVE Q4Q8A7_LEIMA A0EEV8_PARTE A0DBT1_PARTE A0EEC8_PARTE
OG_3827	Q3SDW5_PARTE E2RTT2_GIAIC A0A2K3DXK0_CHLRE
OG_3828	A0E6I1_PARTE Q6BGD9_PARTE F4P2R2_BATDJ
OG_3829	A2DPU2_TRIVA Q4Q066_LEIMA A2DQ39_TRIVA A2DRW2_TRIVA
OG_3830	A9VA15_MONBE A2DVW1_TRIVA A9V9Z3_MONBE
OG_3831	A0D422_PARTE A0D2H7_PARTE A8B9U6_GIAIC A2FIH4_TRIVA A2DZ52_TRIVA A2EBU5_TRIVA
